Source,Mean-X,Mean-Y,Mean-Z,Mean-Mag,Variance-X,Variance-Y,Variance-Z,Variance-Mag,Skewness-X,Skewness-Y,Skewness-Z,Skewness-Mag,Kurtosis-X,Kurtosis-Y,Kurtosis-Z,Kurtosis-Mag,RMS-X,RMS-Y,RMS-Z,RMS-Mag,Label
ya_YA11_02-08-2016_14:32:03_115,0.3364935531553279051621451943,0.4166884713047572260056920612,0.3754003393351914801163243955,0.654050921722743,0.0291499960576026,0.0406088102265779,0.0323493166172696,0.0595422205143612,0.0000414131706852618,0.000119257926602667,0.0000610624340187709,0.000140235960481149,0.00000221234971418712,0.00000953233757703138,0.00000394738434895214,0.0000105518621171195,0.377329971474173,0.462858609453117,0.416262815286504,0.727935938876368,0
ya_YA11_02-08-2016_14:32:03_205,0.4228393152271369981105238633,0.509351427943584983217790666,0.4583871306425510324542456728,0.805202288365249,0.00493621249670993,0.00240454043131136,0.000872486166342845,0.00555960795460848,0.000000197311577959186,0.0000000267711889422602,0.00000000126754570280362,0.000000199123484366447,0.00000000175113287231758,0.000000000157657455303955,0.0,0.00000000175821563231708,0.428636558168414,0.511706378286885,0.459337836134858,0.810286347091569,0
ya_YA11_02-08-2016_14:32:03_295,0.4256629121211522393255630022,0.5051891481064266250260127596,0.4566399523262089709749993034,0.803072248418808,0.00382583102892505,0.00603127244735564,0.00110931315510696,0.00722798769175836,0.000000112123478031893,0.000000427873711453528,0.00000000267862836230193,0.00000044232879437008,0.00000000106173354261714,0.00000000597422186355215,0.00000000000691282996582816,0.00000000606783757014647,0.43013340463673,0.511123613044685,0.457852988649839,0.809871256936451,0
ya_YA11_02-08-2016_14:32:03_385,0.4169637761017466684679760086,0.5053516943297228051108878619,0.4577689088784949490159917646,0.799244330276266,0.00288059578726966,0.00557631029047942,0.00112183465824517,0.00637585927901349,0.000000063771530703131,0.000000360632947462809,0.00000000275692545722941,0.000000366238353482961,0.0000000006013054726009,0.00000000492913044853901,0.00000000000719194368564167,0.00000000496567688982561,0.420403837242594,0.510839157908241,0.458992601894685,0.805214406363144,0
ya_YA11_02-08-2016_14:32:03_567,0.4206970648161420846565916489,0.5110250058434870576112248952,0.4601162389990418662882912931,0.806126249624013,0.000965505324317176,0.00121364135919702,0.000376509163746293,0.00159589630942093,0.00000000197031506450628,0.00000000426215345712474,0.000000000125255347930513,0.00000000469721007063618,0.0,0.0000000000149846221315658,0.0,0.0000000000149846221315658,0.421843010691459,0.512211087303402,0.460525202952422,0.807709840338805,0
ya_YA11_02-08-2016_14:32:03_657,0.4235066617492542036164193803,0.5054021816792824533546437152,0.4568680539580309172201797003,0.802195535090774,0.00259145931341573,0.00154674350148669,0.000480502205620336,0.0030559710735029,0.0000000337078939894589,0.00000000723144617986134,0.000000000204633533239729,0.0000000344754667254811,0.000000000202233678515456,0.0000000000252175859907087,0.0,0.000000000203799870876042,0.426555215487295,0.506930082701417,0.457393617066328,0.805069178108376,0
ya_YA11_02-08-2016_14:32:03_747,0.4205674346758322879713831342,0.5087175795382061994706363005,0.4590739303055012675413579229,0.804002124578761,0.00341901697431894,0.00174646824927715,0.000551205878950807,0.00387861526029641,0.0000000641771874778902,0.00000000859418343171936,0.000000000269816685443154,0.0000000647506307496232,0.000000000411274616121906,0.0000000000273637527552104,0.0,0.000000000412183921121469,0.424612746021748,0.51043123335126,0.459673883710061,0.807549445811034,0
ya_YA11_02-08-2016_14:32:03_837,0.4182830134449604421828502253,0.5100965232541252485811565043,0.4605384039483185569683379604,0.804521450232253,0.00549622066676116,0.00190835184233239,0.0011256850730979,0.00592599487475828,0.000000296696888380094,0.0000000110330459292161,0.00000000242708651458722,0.000000296911876532172,0.00000000364582536957881,0.0000000000387845126771698,0.00000000000551425533111364,0.00000000364603582962372,0.424802189263848,0.511963685116707,0.46175892691356,0.809805545465082,0
ya_YA11_02-08-2016_14:32:03_927,0.4222962799195915782996441993,0.5084899185918380093076514149,0.458037608143729676760601117,0.804173237441715,0.00723887888402315,0.00211401996117798,0.00134621389688443,0.00766046602694509,0.000000594374500733986,0.0000000141527430084573,0.00000000371376832815785,0.000000594554572207324,0.00000000795876630675554,0.00000000005088194149922,0.00000000000889008561540057,0.00000000795893391925955,0.430781878585844,0.510564410501469,0.459504803425289,0.810798192252286,0
ya_YA11_02-08-2016_14:32:03_1017,0.4235076046853260689045720797,0.5112294475143187607164992272,0.4593653352815517927603724129,0.807298427157164,0.00323886916939494,0.0012524624197518,0.000610989872305335,0.0035259387733492,0.0000000660021742376432,0.0000000032841869525786,0.000000000370401591297643,0.0000000660848703212357,0.000000000472794495385064,0.000000000007723659923621,0.0,0.000000000472857578758164,0.427314357815996,0.512452934839432,0.4600298915621,0.810452387220793,0
