Source,Mean-X,Mean-Y,Mean-Z,Mean-Mag,Variance-X,Variance-Y,Variance-Z,Variance-Mag,Skewness-X,Skewness-Y,Skewness-Z,Skewness-Mag,Kurtosis-X,Kurtosis-Y,Kurtosis-Z,Kurtosis-Mag,RMS-X,RMS-Y,RMS-Z,RMS-Mag,Label
oa_OA10_06-03-2016_14_37_18_292,0.3788314048532416354583642471,0.4224899071210286916604238256,0.5150638797509241403892913693,0.766356154243111,0.0348697186209886,0.0428007240912754,0.0607195653001341,0.082065003927872,0.0000748161868415118,0.000139605353651897,0.000406610798984246,0.000436370780910434,0.00000500562179450701,0.0000115573118442837,0.0000494801117785417,0.0000510579001549481,0.422354059911905,0.470423687446127,0.57097317408457,0.851875438757738,0
oa_OA10_06-03-2016_14_37_18_382,0.4618104684390002751306463012,0.5089030616762693045108772815,0.6256627876687664744898093408,0.929357390252416,0.00587531754770201,0.00624222473303231,0.00410405591352734,0.00950410442100539,0.00000040630236571097,0.000000512135045765612,0.000000159366371250294,0.00000067287558862628,0.00000000538614167770963,0.00000000795843196766205,0.00000000181583790269631,0.00000000977979697361528,0.468128429287894,0.51499956399643,0.628934002727615,0.938044112508065,0
oa_OA10_06-03-2016_14_37_18_472,0.4546028567439328280590834441,0.5030477781626515934009396701,0.6184712840921571930720725381,0.917729564589006,0.00448193753935785,0.00558447672516398,0.00455961440507895,0.00848906519727624,0.000000194829196799304,0.000000367024246286869,0.000000199269008027191,0.000000460839832097928,0.00000000216301337810376,0.00000000510423393776356,0.00000000232755210119933,0.00000000601243126772112,0.459505924770402,0.508568130971204,0.622146561231098,0.925663860367426,0
oa_OA10_06-03-2016_14_37_18_562,0.4527781511524836391990439734,0.5095265481354921059137973082,0.6240173209489095689250798293,0.924133634416682,0.0013312564343925,0.00159115425494281,0.00198657173393248,0.00287236536868024,0.00000000486643241162344,0.00000000821807831513453,0.0000000168049726136698,0.0000000193294097208574,0.0000000000161315650274603,0.0000000000331112013938783,0.0000000000891654286290721,0.0000000000964730672809116,0.45424587020187,0.511085567698612,0.625607056048912,0.92678582028614,0
oa_OA10_06-03-2016_14_37_18_652,0.4528008672138679773702256749,0.5172404891855206231086503256,0.6293426349573671724789008261,0.932007779569242,0.000971366319712357,0.00122795930005663,0.00109174140275343,0.00190875243553299,0.000000001755793885459,0.00000000300740640183352,0.00000000239436295004432,0.00000000422614237461889,0.0,0.00000000000721815220753023,0.00000000000575320467097444,0.00000000000923044339548191,0.453872219539094,0.518426159595495,0.630209404545692,0.93377168954735,0
oa_OA10_06-03-2016_14_37_18_742,0.4546637987855241441371880028,0.5108415148035977847767339828,0.6241763417068376194117940768,0.925891099816522,0.0030995403775355,0.00300766299956265,0.00250210593698412,0.00499136468220889,0.0000000736914517111192,0.0000000497105957808173,0.0000000313577826222303,0.00000009425966220584,0.000000000682776674607838,0.000000000318219792655306,0.000000000198098102550196,0.000000000778903512676706,0.458059723511704,0.513776912916878,0.626177460057063,0.930528687378058,0
oa_OA10_06-03-2016_14_37_18_832,0.4573981204934588238385683476,0.5118631988170488790581478263,0.6275925083184011016609401978,0.930101785522183,0.00296741035626011,0.00297928157969689,0.00240267803450117,0.00484298510126093,0.0000000675120953535814,0.0000000519538944097047,0.0000000288172898389398,0.0000000899306752839501,0.000000000608945037055481,0.000000000338304927800769,0.000000000175983731423271,0.000000000718494645807777,0.460630492897733,0.514765204615579,0.629503800252138,0.934579424876244,0
oa_OA10_06-03-2016_14_37_18_922,0.4591416882956387051095735689,0.5153546094635245063238731151,0.6265871756015697299480028209,0.932208641911575,0.00134260434460634,0.00233741157378883,0.0012118809851094,0.0029554584777167,0.00000000683800647946132,0.0000000280776043960312,0.00000000329852055426761,0.0000000290859147884352,0.0000000000310359895990854,0.000000000168359796536643,0.00000000000859515872482424,0.000000000171412165536053,0.460601448408031,0.517617411868158,0.627553479484786,0.934828780557236,0
oa_OA10_06-03-2016_14_37_18_1012,0.4586729477304961817145608715,0.5120520538299840102447219915,0.6260897244460406400008253162,0.929820693396424,0.00397943273821202,0.00244068183107821,0.00177100628980089,0.00499292259073012,0.000000130102614657647,0.0000000289181140583761,0.00000000886456946917008,0.000000133572183681046,0.000000001234452045839,0.000000000174700696846209,0.000000000027995094418353,0.0000000012470669237319,0.462990610831359,0.514429769417151,0.62750246959412,0.934214987423825,0
oa_OA10_06-03-2016_14_37_18_1102,0.4589558427548622126906588894,0.5019629326640349433214845972,0.6217898312006297391327064261,0.921536676183868,0.0131599838020168,0.0104629941739621,0.00204828747760616,0.0169367913828041,0.00000533467530719057,0.00000287875228616221,0.0000000135528311741289,0.0000060618610209626,0.000000201459414360244,0.000000096814903671997,0.0000000000481256041855956,0.000000223515152782679,0.47307552187874,0.512279005955388,0.6234347453119,0.935361486809029,0
oa_OA10_06-03-2016_14_37_18_1192,0.4585182738228342397535145189,0.5053590323385057414173081246,0.6229632285359242786003297349,0.9239642542347,0.0108361035041674,0.0102321549751125,0.00187900803474235,0.015021611291149,0.00000358062220075808,0.00000278515815446175,0.0000000110672361748376,0.00000453630728386459,0.000000129924247491368,0.000000093934704345049,0.0000000000382359535706741,0.000000160324796050325,0.470186251323493,0.515383261797687,0.624469528594186,0.936299743467607,0
oa_OA10_06-03-2016_14_37_18_1372,0.4581521989317146685537640326,0.5151912680189100653765198196,0.6271995844334749664664187413,0.93204334595684,0.00340798635751146,0.00272437528015243,0.00301728838913421,0.00530477340734682,0.000000100550775654439,0.0000000324430723922008,0.0000000700773198003064,0.000000126782657257802,0.00000000106663467139848,0.000000000158190773122982,0.00000000063923143669941,0.00000000125353526978517,0.461856496915954,0.517828560358624,0.62960035506872,0.93693887141543,0
oa_OA10_06-03-2016_14_37_18_1462,0.4627584650742198258091592509,0.5086771380522690426184325593,0.6262436871124496254231745225,0.930096222668972,0.00604280886564038,0.00482267620415752,0.00411282247271053,0.0087572286397491,0.000000396751281109885,0.000000181947892543632,0.000000138102596727171,0.000000457808848632474,0.00000000500515613947274,0.00000000172204011752834,0.00000000135427002951605,0.00000000546361212566596,0.46924216121688,0.513395663188933,0.629518846517645,0.938113687654966,0
oa_OA10_06-03-2016_14_37_18_1552,0.450761600772142195506935015,0.5172158878758308098090776928,0.6281251529580381039093027496,0.930182510682934,0.0100085635607501,0.00568293098191877,0.00237147432374389,0.0117512101318547,0.00000251241192273844,0.000000354518692797466,0.0000000227220505822693,0.00000253740289757929,0.0000000777116741820236,0.00000000468164494205835,0.000000000103539148492141,0.000000077852635304733,0.461729990677901,0.522680787530117,0.630010065080156,0.939841727125807,0
oa_OA10_06-03-2016_14_37_18_1642,0.4467661930888574523698676887,0.5116051357441008718389265572,0.6209021697762490691957949511,0.920249613224425,0.00740497829524788,0.00520682407319404,0.00292793916442668,0.00951407106515758,0.00000134593959301718,0.000000266969007457546,0.0000000444956406726914,0.00000137288226044078,0.0000000385259236294086,0.00000000323755335718228,0.00000000026946977909956,0.000000038662658434224,0.454978031977763,0.516668790418904,0.623255520310314,0.92865445251319,0
oa_OA10_06-03-2016_14_37_18_1732,0.4576808327185192009349569651,0.5119404617139092126550937836,0.6259988330279637521779943769,0.929208975381824,0.000566534975536496,0.00385455290269133,0.00252203084638127,0.00464103216410433,0.000000000326552186970736,0.000000103239118634383,0.0000000286025921659592,0.000000107128570098491,0.0,0.00000000087684015039663,0.000000000149612982935652,0.000000000889512615992875,0.458299334074853,0.515691370145499,0.628010007721815,0.932937532021705,0
oa_OA10_06-03-2016_14_37_18_1822,0.4578015560249278496945596284,0.5180367739811189067969670386,0.6302861794738493375486993838,0.93552393445136,0.00174765230174194,0.00424487463004283,0.00305154331870832,0.00551227410589482,0.0000000103856771009794,0.000000138986711769677,0.0000000532122062635957,0.000000149186819903209,0.0000000000401454361075739,0.00000000123551481090478,0.000000000365436197781341,0.00000000128905085960726,0.459706337785969,0.522117777734878,0.632702308636889,0.940345203732036,0
oa_OA10_06-03-2016_14_37_18_1912,0.4509433021253226436966179079,0.5127625992487491347587091504,0.6207399159385102714261283904,0.922818177193846,0.00585465321344938,0.00369260558423633,0.00368765502477321,0.00784290123820398,0.000000548661977875489,0.0000000917426673654334,0.0000000967778018188524,0.000000564634949242834,0.0000000115854467686853,0.000000000710889405636431,0.00000000081821599989406,0.0000000116360396183396,0.457388800633705,0.516350742008346,0.623703213286674,0.929961451879502,0
oa_OA10_06-03-2016_14_37_18_2002,0.4659392714786517432112648966,0.5131138671050549217564408171,0.6245517106578179640260169233,0.932979144786832,0.00835193400027725,0.00335584556444507,0.00214783806828286,0.00925363222550788,0.0000015313130611216,0.0000000620965627707593,0.0000000212055623807659,0.00000153271828792686,0.0000000404458889834163,0.000000000393339116659697,0.000000000123334488967182,0.0000000404479896004202,0.47481716344961,0.51637359167559,0.626268853890954,0.9403752986123,0
oa_OA10_06-03-2016_14_37_18_2092,0.4628045361295146997811974916,0.5082599302082558882938552568,0.6297149827580087271637942434,0.932232350236396,0.00625345808059049,0.00488050653385631,0.00136859159717156,0.00804972825333658,0.00000065066938475858,0.000000179060402346344,0.00000000470581316985527,0.000000674874373960172,0.0000000135779356062877,0.00000000157717054289793,0.0000000000132885134151109,0.0000000136692347567254,0.469511977208937,0.513038656622634,0.630800722183393,0.938914112706212,0
oa_OA10_06-03-2016_14_37_18_2182,0.4480520634562328017028718873,0.5066746568321070465742645546,0.6256705478301651232260492431,0.921375870025594,0.00277186117357717,0.00775334594750859,0.000979127169695383,0.0082919405305253,0.0000000576821980421052,0.00000124548757076534,0.00000000210412126348606,0.00000124682434698245,0.000000000503757169689706,0.0000000341090785396587,0.0,0.0000000341127983330395,0.451134694676618,0.514268950864664,0.626452521418658,0.927597880633738,0
oa_OA10_06-03-2016_14_37_18_2272,0.4544849584702991817794658058,0.5112001023753295602572586441,0.6236499643022467166672377233,0.925646476857386,0.00141704340788791,0.00632642402166778,0.00101798364772908,0.00656261713257886,0.00000000658608116524906,0.000000801769109773769,0.00000000209179309317159,0.000000801798888407113,0.0000000000275238490489108,0.0000000206545158611355,0.00000000000513446347931104,0.0000000206545348382112,0.456041249103234,0.517350914457697,0.624465580814445,0.930367051864895,0
oa_OA10_06-03-2016_14_37_18_2362,0.4544307341742013625664760937,0.5141331089542279199625851155,0.6246725977524543702152475955,0.92793103206426,0.00263558781663007,0.00300149323197471,0.00208313488102414,0.00450496789037373,0.0000000323311667902402,0.0000000509563250190681,0.0000000176583520137041,0.0000000628782060916748,0.000000000177010053492039,0.000000000352703983744464,0.0000000000876232587726495,0.000000000404240639550761,0.457321418674802,0.517043853995882,0.626337759730182,0.932081657472923,0
oa_OA10_06-03-2016_14_37_18_2452,0.4570563831110245004700605752,0.515378537906529731168414391,0.6283676404653569542281570599,0.932395552467516,0.0021064101492396,0.00241383064483072,0.00177122773125655,0.00366070891696072,0.0000000189301839385559,0.0000000274304309203436,0.0000000123069121558702,0.0000000355280240266132,0.0000000000954738729865117,0.000000000158883228527477,0.0000000000574646446645417,0.000000000194065262519548,0.459354925402756,0.517715045154671,0.629775451502563,0.93576328993316,0
