Random Forest Predictions,
Source,Prediction
ya_YA11_02-08-2016_14:41:43 copy_72,1
ya_YA11_02-08-2016_14:41:43 copy_94,1
ya_YA11_02-08-2016_14:41:43 copy_116,0
ya_YA11_02-08-2016_14:41:43 copy_138,1
ya_YA11_02-08-2016_14:41:43 copy_160,1
ya_YA11_02-08-2016_14:41:43 copy_182,0
ya_YA11_02-08-2016_14:41:43 copy_204,0
ya_YA11_02-08-2016_14:41:43 copy_248,0
ya_YA11_02-08-2016_14:41:43 copy_270,0
ya_YA11_02-08-2016_14:41:43 copy_292,0
ya_YA11_02-08-2016_14:41:43 copy_314,0
ya_YA11_02-08-2016_14:41:43 copy_336,0
ya_YA11_02-08-2016_14:41:43 copy_358,0
ya_YA11_02-08-2016_14:41:43 copy_380,0
ya_YA11_02-08-2016_14:41:43 copy_402,0
ya_YA11_02-08-2016_14:41:43 copy_424,0
ya_YA11_02-08-2016_14:41:43 copy_446,0
ya_YA11_02-08-2016_14:41:43 copy_468,0
ya_YA11_02-08-2016_14:41:43 copy_512,0
ya_YA11_02-08-2016_14:41:43 copy_534,0
ya_YA11_02-08-2016_14:41:43 copy_556,0
ya_YA11_02-08-2016_14:41:43 copy_578,0
ya_YA11_02-08-2016_14:41:43 copy_600,0
ya_YA11_02-08-2016_14:41:43 copy_622,0
ya_YA11_02-08-2016_14:41:43 copy_644,0
ya_YA11_02-08-2016_14:41:43 copy_666,0
ya_YA11_02-08-2016_14:41:43 copy_688,1
ya_YA11_02-08-2016_14:41:43 copy_710,0
ya_YA11_02-08-2016_14:41:43 copy_732,0
ya_YA11_02-08-2016_14:41:43 copy_754,0
ya_YA11_02-08-2016_14:41:43 copy_820,0
ya_YA11_02-08-2016_14:41:43 copy_842,0
ya_YA11_02-08-2016_14:41:43 copy_864,0
ya_YA11_02-08-2016_14:41:43 copy_886,0
ya_YA11_02-08-2016_14:41:43 copy_908,0
ya_YA11_02-08-2016_14:41:43 copy_930,0
ya_YA11_02-08-2016_14:41:43 copy_952,0
ya_YA11_02-08-2016_14:41:43 copy_1150,0
ya_YA11_02-08-2016_14:41:43 copy_1172,0
ya_YA11_02-08-2016_14:41:43 copy_1194,0
ya_YA11_02-08-2016_14:41:43 copy_1216,1
ya_YA11_02-08-2016_14:41:43 copy_1238,1
ya_YA11_02-08-2016_14:41:43 copy_1260,0
ya_YA11_02-08-2016_14:41:43 copy_1282,0
ya_YA11_02-08-2016_14:41:43 copy_1304,0
ya_YA11_02-08-2016_14:41:43 copy_1326,1
ya_YA11_02-08-2016_14:41:43 copy_1348,1
ya_YA11_02-08-2016_14:41:43 copy_1370,0
ya_YA11_02-08-2016_14:41:43 copy_1392,0
ya_YA11_02-08-2016_14:41:43 copy_1414,0
ya_YA11_02-08-2016_14:41:43 copy_1436,0
ya_YA11_02-08-2016_14:41:43 copy_1458,0
ya_YA11_02-08-2016_14:41:43 copy_1480,0
ya_YA11_02-08-2016_14:41:43 copy_1546,0
ya_YA11_02-08-2016_14:41:43 copy_1568,0
ya_YA11_02-08-2016_14:41:43 copy_1590,0
ya_YA11_02-08-2016_14:41:43 copy_1612,0
ya_YA11_02-08-2016_14:41:43 copy_1634,0
ya_YA11_02-08-2016_14:41:43 copy_1656,0
ya_YA11_02-08-2016_14:41:43 copy_1678,1
ya_YA11_02-08-2016_14:41:43 copy_1700,0
ya_YA11_02-08-2016_14:41:43 copy_1722,1
ya_YA11_02-08-2016_14:41:43 copy_1744,1
ya_YA11_02-08-2016_14:41:43 copy_1766,0
ya_YA11_02-08-2016_14:41:43 copy_1788,0
ya_YA11_02-08-2016_14:41:43 copy_1810,0
ya_YA11_02-08-2016_14:41:43 copy_1832,0
ya_YA11_02-08-2016_14:41:43 copy_1854,0
ya_YA11_02-08-2016_14:41:43 copy_1876,0
ya_YA11_02-08-2016_14:41:43 copy_1898,0
ya_YA11_02-08-2016_14:41:43 copy_1920,0
ya_YA11_02-08-2016_14:41:43 copy_1942,0
ya_YA11_02-08-2016_14:41:43 copy_1964,0
